Market,ASEAN Market
PT. STAR CONCORD INDONESIA,1
PT. SUNINDO KOOKMIN,1
PT. TANI HUB INDONESIA,1
PT. TARUNAKUSUMA PURINUSA,1
PT. TEKNOLAND MITRA SOLUSI,1
PT. TERA TEKNO INFOTAMA,1
PT. TOTAL BANGUN PERSADA TBK,1
PT. TRAFOINDO PRIMA PERKASA,1
PT. TRANS HAMANA TEKNOLOGI,1
PT. UNGGUL KARSA MEDIKA,1
PT. VICTORIA CARE INDONESIA,1
PT. WARU GUNUNG INDUSTRY,1
PT. WIKARAGA SAPTAUTAMA,1
PT. WORLDLINE INTERNATIONAL,2
PT. ZEBRA ASABA INDUSTRI,1
PT.ACCLIVIS TECHNOLOGIES,1
PT.BANK MITRANIAGA,1
PT.CIRCLES TEKNOLOGI INDONESIA,1
PT.EXERTAINMENT INDONESIA,1
PT.JEMBO CABLE COMPANY TBK,1
PT.PATCO ELEKTRONIK TEKNOLOGI,1
PT.PERMATA ANUGERAH ABADI,1
PT.SARANA MAJU LESTARI,1
PT.SENTRA USAHATAMA JAYA,1
PT.SULFINDO ADIUSAHA,1
PUSAT KOMPUTER ITB,1
PUSAT PELAPORAN DAN ANALISIS,1
PUSLITBANG IONOSFER LAPAN,1
PUSLITBANG JALAN DAN JEMBATAN,1
"RAMBA ENERGY, PT",1
"REKA PIRANTI PRAKARSA, PT",1
REPEX WAHANA PT,1
RIAU INVESTMENT CORP,1
RS AWAL BROS,1
RS HUSADA,1
RSB BUNDA,1
RSUD DR. SOEBANDI,1
RSUP CIPTO MANGUNKUSUMO,1
RSUP DR. KARIADI,1
RUMAH SAKIT AKADEMIK,1
RUMAH SAKIT FATMAWATI JAKARTA,1
RUMAH SAKIT GRHA KEDOYA,1
RUMAH SAKIT MEDIKA PERMATA,1
RUMAH SAKIT UMUM DAERAH KOTA,1
RUMAH TANGGA KEPRESIDENAN,1
SEKJEN DPR RI BIDANG DATA DAN,1
SEKRETARIAT NEGARA RI,1
SEKRETARIAT WAKIL PRESIDEN,1
"SEMEN BOSOWA MAROS, PT",1
SHANGRI-LA HOTEL,1
SHANGRI-LA RESIDENCES,1
SHARP SEMICONDUCTOR INDONESIA,1
SILVERLAKE STRUCTURED,1
SKK MIGAS,2
SOFTEX INDONESIA PT,1
SOMERSET SURABAYA HOTEL AND,1
STEGGI BERSAUDARA,1
STIE PERBANAS,1
SUNGAI BUDI GROUP,1
SUNSTAR ENGINEERING INDONESIA,1
SURYA MULIA INTERNATIONAL,1
"TANJUNG JATI B, PT",1
TATELY N.V,1
"TIGA PILAR SEJAHTERA, PT",1
TIKI JALUR NUGRAHA EKAKURIR PT,1
TOPJAYA SARANA UTAMA,1
TOTAL E & P INDONESIE,1
TOTAL INDONESIE JAKARTA,1
TOUCHTEN PTE LTD,1
TRANSPORTASI JAKARTA,1
UIN SUNAN KALIJAGA,1
UNIVERSITAS BUDI LUHUR,1
UNIVERSITAS ISLAM NEGERI,1
UNIVERSITAS KRISTEN KRIDA,1
UNIVERSITAS MUHAMMADIYAH,3
UNIVERSITAS NEGERI SURABAYA,1
UNIVERSITAS PENDIDIKAN,1
UNIVERSITAS PERSADA INDONESIA,1
UNIVERSITAS PERTAHANAN,1
UNIVERSITAS SYIAH KUALA,1
UNIVERSITAS TRILOGI,1
UNIVERSITAS TRISAKTI,1
URUNAN (981193),1
WMGS S'PORE PTE LTD REPS OFF,1
WOORI KORINDO SECURITIES,1
Y. EKO PURWANTO,1
YAY. ADI UPAYA,1
YAY. UNIVERSITAS KRISTEN,1
YAYASAN PENDIDIKAN GUNADARMA,1
Grand Total,2374
